id,serial,imei,assetid,model,brand,manu,product,pc,state,inetip,updatetime,remarks,lastEditor
2686,LNDQWWON99999999,862660030932493,TKMB170303K6,"OPPO A59M",OPPO,OPPO,A59m,WETEST-B2-DEVICE-SERVER011,,183.14.29.15,"2020-08-19 17:43:35",,NULL
2687,QDYGL19505000066,867573030396046,TKMB1910006T,TRT-AL00,HUAWEI,HUAWEI,TRT-AL00,WETEST-KX-DEVICE-SERVER061,,183.14.132.171,"2021-03-16 19:20:38",,NULL
2688,12d536ce,861843034896820,TKMB160706FH,"VIVO Y51A",VIVO,vivo,PD1510,WETEST-A6-DEVICE-SERVER072,,116.232.109.227,"2021-03-15 13:04:56",,NULL
2689,WGY7N17112000957,862031038735496,TKMB1702009K,LON-AL00,HUAWEI,HUAWEI,LON-AL00,WETEST-A6-DEVICE-SERVER044,,114.84.65.58,"2021-03-16 01:04:44",,NULL
2695,824c65d,865920020831569,TKMB1603A704,R8107,OPPO,OPPO,R8107,WETEST-A6-DEVICE-SERVER051,,116.232.108.84,"2021-03-16 00:18:18",,NULL
2696,GEZHR4G64LZTUW9D,863483030957488,TKMB1806010J,NX573J,NUBIA,nubia,NX573J,WETEST-A6-DEVICE-SERVER059,,116.233.185.244,"2021-03-12 10:35:00",,NULL
2698,8FS7N16602002939,861962033040634,TKMB160625FK,VIE-AL10,HUAWEI,HUAWEI,VIE-AL10,WETEST-B2-DEVICE-SERVER007,,183.14.28.180,"2021-03-16 15:34:42",,NULL
2699,N2F4C15430013609,866657020139796,TKMB160706F0,ALE-UL00,HUAWEI,HUAWEI,ALE-UL00,WETEST-A6-DEVICE-SERVER059,,116.231.27.159,"2021-03-15 22:00:00",,NULL
2702,8850d1d,868643037595574,TKMB1804002X,"OPPO A57",OPPO,OPPO,A57,WETEST-B2-DEVICE-SERVER057,,183.14.135.220,"2021-03-16 11:53:58",,NULL
2703,SWYDU17407003223,862989035240002,TKMB17040238,KNT-UL10,HONOR,HUAWEI,KNT-UL10,WETEST-B2-DEVICE-SERVER018,,183.14.28.199,"2021-03-16 11:25:11",,NULL
2704,32c7ecc2,864107034056422,TKMB170202SA,"VIVO Y55A",VIVO,vivo,PD1613,WETEST-B2-DEVICE-SERVER010,,183.14.28.79,"2021-03-16 10:48:14",,NULL
2707,7eaecc98,864178036680154,TKMB1806026X,"VIVO X9I",VIVO,vivo,PD1624,WETEST-A6-DEVICE-SERVER034,,114.84.64.17,"2021-02-07 22:54:44",,NULL
2708,8d1197937d44,867308034931930,TKMB180601AM,"REDMI 4X",XIAOMI,Xiaomi,santoni,WETEST-A6-DEVICE-SERVER005,,116.233.184.98,"2021-03-17 08:37:04",,NULL
2711,0dd508c80905,864808041354961,TKMB1907005Y,"REDMI 7A",REDMI,Xiaomi,pine,WETEST-A6-DEVICE-SERVER069,,116.233.185.244,"2020-12-02 17:38:28",,NULL
2712,BY3EGV1554003927,867469023065997,TKMB19050XFF,CHE2-UL00,HONOR,HUAWEI,Che2-UL00,WETEST-A6-DEVICE-SERVER059,,116.231.27.170,"2021-03-16 12:19:25",,NULL
2714,71BQFCSJ223C6,868450032394221,TKMB1806008X,"MEIZU S6",MEIZU,Meizu,MeizuS6_CN,WETEST-A6-DEVICE-SERVER029,,116.231.27.159,"2021-03-16 19:31:25",,NULL
2717,F6EI5SEEFYW4UWDA,864858041640315,TKMB1907015T,V1818CA,VIVO,vivo,PD1818C,WETEST-A6-DEVICE-SERVER071,,116.233.207.131,"2021-03-16 21:15:48",,NULL
2720,SK8PS4JFDEFIUCU8,861043039509276,TKMB160904HA,"VIVO X6PLUS D",VIVO,vivo,PD1501D,WETEST-A6-DEVICE-SERVER053,,116.231.27.159,"2021-02-14 00:25:15",,NULL
2728,VBJ4C18428022729,867551039095553,TKMB180600PA,COL-AL10,HONOR,HUAWEI,COL-AL10,WETEST-A6-DEVICE-SERVER019,,114.84.64.17,"2020-10-26 18:25:33",,NULL
2731,72a5acd2,866295032239153,TKMB19120138,"OPPO R11T",OPPO,OPPO,R11t,WETEST-A6-DEVICE-SERVER065,,114.84.65.58,"2021-03-14 01:34:50",,NULL
2732,IN4S85UGUW85DIAY,864292030688814,TKMB1806029N,"VIVO Y67",VIVO,vivo,PD1612,WETEST-A6-DEVICE-SERVER079,,116.232.109.78,"2021-02-02 18:39:05",,NULL
2737,PJY9K7B699999999,866840039131331,TKMB18040038,"VIVO Y67A",VIVO,vivo,PD1612,WETEST-B2-DEVICE-SERVER012,,183.14.30.74,"2021-03-17 09:36:24",,NULL
2738,WO5D8PLB8PZLNBAY,865741046482595,TKMB191207A7,PACM00,OPPO,OPPO,PACM00,WETEST-A6-DEVICE-SERVER078,,116.233.187.215,"2020-11-11 18:06:48",,NULL
2740,HY8TCE5H9LD699FA,864740032929602,TKMB1805017N,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-A6-DEVICE-SERVER034,,114.84.66.94,"2021-03-05 05:40:51",,NULL
2742,JRB6BYLBSOQ8Q4ZH,864740036833834,TKMB19120120,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-A6-DEVICE-SERVER009,,116.231.27.246,"2021-03-16 21:35:03",,NULL
2745,eabba854,864692030991367,TKMB19120135,"VIVO XPLAY6",VIVO,vivo,PD1610,WETEST-A6-DEVICE-SERVER056,,116.233.187.215,"2021-02-21 20:19:36",,NULL
2746,dac8f043,A000005F27A96E,TKMB180306F5,"OPPO R9 PLUSTM A",OPPO,OPPO,R9PlustmA,WETEST-B2-DEVICE-SERVER011,,183.14.29.5,"2021-01-20 17:19:53",,NULL
2752,BEMRD6AAA6EYBQNF,865631036726319,TKMB180400MJ,"OPPO A59S",OPPO,OPPO,A59,WETEST-B2-DEVICE-SERVER012,,183.14.28.4,"2021-01-21 23:44:16",,NULL
2755,4NT7N18123009446,867829031358637,TKMB18070162,TRT-TL10,HUAWEI,HUAWEI,TRT-TL10,WETEST-A6-DEVICE-SERVER049,,116.233.185.247,"2021-03-16 02:25:45",,NULL
2756,98ccfa5b,863332038240597,TKMB180602R3,"VIVO X7PLUS",VIVO,vivo,PD1603,WETEST-A6-DEVICE-SERVER034,,114.84.24.249,"2021-02-21 22:45:18",,NULL
2757,6cc3f3f1,868488032173492,TKMB180601PN,SKR-A0,BLACKSHARK,blackshark,SKR-A0,WETEST-B2-DEVICE-SERVER060,,183.14.133.104,"2020-11-02 10:24:52",,NULL
2764,44e91f0,865746032579759,TKMB190508MN,"OPPO A57T",OPPO,OPPO,A57t,WETEST-A6-DEVICE-SERVER078,,116.231.36.5,"2021-03-09 12:27:04",,NULL
2766,T3Q6T16614003186,860707035722122,TKMB16076FF1,KIW-TL00H,HONOR,HUAWEI,KIW-TL00H,WETEST-A6-DEVICE-SERVER011,,116.231.27.246,"2021-03-17 06:17:41",,NULL
2771,6T3HMT15C9019365,868089024554978,TKMB160618EK,CHM-TL00,HONOR,HUAWEI,CHM-TL00,WETEST-A6-DEVICE-SERVER056,,116.233.184.98,"2021-03-16 19:49:15",,NULL
2773,XPUDU17709006024,864905034592522,TKMB17090199,"HUAWEI CAZ-AL10",HUAWEI,HUAWEI,CAZ-AL10,WETEST-B2-DEVICE-SERVER060,,183.14.31.145,"2020-12-09 10:26:18",,NULL
2775,37KNW18706009601,861063040811743,TKMB180701NY,LLD-AL20,HONOR,HUAWEI,LLD-AL20,WETEST-B2-DEVICE-SERVER019,,183.14.135.82,"2021-02-25 16:32:17",,NULL
2779,9YJ7N18308000608,868496039654901,TKMB180304H9,TRT-AL00A,HUAWEI,HUAWEI,TRT-AL00A,WETEST-B2-DEVICE-SERVER017,,183.14.133.104,"2021-02-18 16:22:02",,NULL
2780,611AMBPK22GVK,862484035259301,TKMB18060151,M5,MEIZU,Meizu,meizu_M5,WETEST-A6-DEVICE-SERVER036,,114.84.57.160,"2020-07-22 13:45:29",,NULL
2781,0715f7f58c953b04,352575073195518,TKMB1611093F,SM-N9200,SAMSUNG,samsung,nobleltezc,WETEST-A6-DEVICE-SERVER033,,116.233.185.55,"2021-03-16 14:38:33",,NULL
2783,52a6198d,869033021644027,TKMB19100088,"MIX 2",XIAOMI,Xiaomi,chiron,WETEST-B2-DEVICE-SERVER008,,183.14.29.85,"2021-03-16 22:01:00",,NULL
2784,2400938f,867287035992770,TKMB19100096,"ONEPLUS A5010",ONEPLUS,OnePlus,OnePlus5T,WETEST-B2-DEVICE-SERVER060,,183.14.30.187,"2020-09-22 00:21:27",,NULL
2785,5414a61,863116031238561,TKMB1706024H,"VIVO X7PLUS",VIVO,vivo,PD1603,WETEST-B2-DEVICE-SERVER057,,183.14.30.225,"2020-12-15 00:31:50",,NULL
2788,c09cc6d5,869706031015276,TKMB1909016R,"VIVO X21A",VIVO,vivo,PD1728,WETEST-B2-DEVICE-SERVER006,,183.14.28.184,"2021-03-16 03:45:12",,NULL
2789,GWY0217302002343,864821033106802,TKMB1704023H,MHA-AL00,HUAWEI,HUAWEI,MHA-AL00,WETEST-B2-DEVICE-SERVER024,,183.14.132.13,"2020-10-28 16:04:07",,NULL
2790,4DV4PRGQ99999999,864740033308343,TKMB1910023F,"VIVO Y67L",VIVO,vivo,PD1612,WETEST-B2-DEVICE-SERVER059,,183.14.29.219,"2021-03-17 09:24:47",,NULL
2791,SCLF6DZ9ONFAJZ9L,869011030894270,TKMB18070242,"VIVO X21I A",VIVO,vivo,PD1801,WETEST-A6-DEVICE-SERVER066,,116.233.185.244,"2021-03-16 14:03:35",,NULL
2792,GSLDU16B25002586,863791037833985,TKMB180306K7,FRD-AL10,HONOR,HUAWEI,FRD-AL10,WETEST-B2-DEVICE-SERVER060,,183.14.135.201,"2021-03-10 11:45:42",,NULL
2793,4bac91ac,864359031411866,TKMB1910008T,"VIVO Y66",VIVO,vivo,PD1621,WETEST-B2-DEVICE-SERVER059,,183.14.29.9,"2021-03-16 11:47:04",,NULL
2794,16db8dca,865300049210758,TKMB19100098,"ONEPLUS A6000",ONEPLUS,OnePlus,OnePlus6,WETEST-B2-DEVICE-SERVER008,,183.14.132.168,"2021-02-05 17:36:16",,NULL
2795,WSSWYD7TEIPVBYPV,866411047694353,TKMB19050M38,PCEM00,OPPO,OPPO,PCEM00,WETEST-A6-DEVICE-SERVER048,,116.233.187.215,"2020-11-18 14:25:50",,NULL
2796,dcba8fd,868064035939294,TKMB19100084,"OPPO R11S",OPPO,OPPO,R11s,WETEST-B2-DEVICE-SERVER059,,183.14.133.238,"2020-07-19 16:34:20",,NULL
2797,eef63b3,860269032361917,TKMB1910008M,"OPPO A33",OPPO,OPPO,A33,WETEST-B2-DEVICE-SERVER059,,183.14.132.226,"2020-08-18 16:57:16",,NULL
2798,7a1fe060,864370038364032,TKMB19100103,"VIVO X9",VIVO,vivo,PD1616,WETEST-B2-DEVICE-SERVER058,,183.14.30.74,"2021-03-17 09:21:42",,NULL
2800,5HWOPRWKLVJNR4WS,867582048032790,TKMB19070165,V1831A,VIVO,vivo,PD1831,WETEST-A6-DEVICE-SERVER079,,116.232.109.78,"2021-03-16 12:05:27",,NULL
2802,BAHBBDB792703839,863713039687888,TKMB180602P0,PLE-703L,HUAWEI,HUAWEI,PLE,WETEST-A6-DEVICE-SERVER024,,116.231.28.149,"2021-03-16 06:10:47",,NULL
2804,DLLKR17511005709,865391031969964,TKMB1910006G,NCE-AL10,HUAWEI,HUAWEI,NCE-AL10,WETEST-B2-DEVICE-SERVER011,,183.14.134.52,"2021-03-16 15:19:27",,NULL
2805,d966c34,866354031566288,TKMB19100100,"VIVO X9S",VIVO,vivo,PD1616B,WETEST-B2-DEVICE-SERVER058,,183.14.29.9,"2021-03-16 06:16:54",,NULL
2806,db4ad18,866506032476854,TKMB180400RE,"OPPO R11",OPPO,OPPO,R11,WETEST-B2-DEVICE-SERVER059,,183.14.29.82,"2021-03-16 19:17:09",,NULL
2807,PZDUPR9PEUDQF6DE,866414033268034,TKMB180103F9,"REDMI NOTE 4X",XIAOMI,Xiaomi,nikel,WETEST-B2-DEVICE-SERVER058,,183.14.28.184,"2021-03-17 04:59:13",,NULL
2808,5ef1de3b,868512035139752,TKMB19100095,"VIVO Y79A",VIVO,vivo,PD1708,WETEST-B2-DEVICE-SERVER058,,183.14.135.220,"2021-03-16 21:33:06",,NULL
2809,7c6dce11,869801024176712,TKMB18060001,"OPPO R7SM",OPPO,OPPO,R7sm,WETEST-A6-DEVICE-SERVER056,,116.231.27.246,"2021-03-16 11:10:43",,NULL
2812,a87021ee,357755071148223,TKMB19050XTW,SM-A9100,SAMSUNG,samsung,a9xproltezc,WETEST-A6-DEVICE-SERVER006,,116.233.191.110,"2021-03-17 07:58:20",,NULL
2815,644354a5,351952085672217,TKMB1801053E,SM-G9350,SAMSUNG,samsung,hero2qltezc,WETEST-B2-DEVICE-SERVER002,,183.14.134.192,"2021-03-17 08:18:40",,NULL
2816,K50LHMB772600649,861988036456709,TKMB180301F5,MP1602,MEITU,Meitu,T8,WETEST-B2-DEVICE-SERVER024,,183.14.135.220,"2021-03-16 15:22:04",,NULL
2817,cca7ace9,866702039408012,TKMB1801046A,"OPPO R11S PLUS",OPPO,OPPO,R11sPlus,WETEST-B2-DEVICE-SERVER059,,183.14.135.158,"2020-11-12 06:11:10",,NULL
2818,f720be61,A000005F273E25,TKMB18030630,"OPPO R9 PLUSTM A",OPPO,OPPO,R9PlustmA,WETEST-B2-DEVICE-SERVER057,,183.14.28.79,"2021-03-16 11:53:53",,NULL
2819,36c35afe,A000006017F451,TKMB170302SS,"OPPO R9 PLUSM A",OPPO,OPPO,R9PlusmA,WETEST-B2-DEVICE-SERVER059,,183.14.133.32,"2021-03-17 05:14:58",,NULL
2820,5f17f4a1,864072032101838,TKMB18010533,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-B2-DEVICE-SERVER015,,183.14.30.166,"2020-12-08 09:58:30",,NULL
2821,d0f0ea0c,864550032197864,TKMB1705029H,"VIVO X9PLUS",VIVO,vivo,PD1619,WETEST-A6-DEVICE-SERVER036,,114.84.66.132,"2021-03-16 05:17:13",,NULL
2823,46d8ea0b,863389030970852,TKMB1910008A,"VIVO X7",VIVO,vivo,PD1602,WETEST-B2-DEVICE-SERVER058,,183.14.135.146,"2021-01-09 12:14:32",,NULL
2824,99ZP9DKRONGY6HMR,868053032830291,TKMB19100105,"OPPO A73",OPPO,OPPO,A73,WETEST-B2-DEVICE-SERVER059,,183.14.134.200,"2020-07-30 08:39:09",,NULL
2826,e3ee4f08,863507039449210,TKMB1909031R,"VIVO X9PLUS",VIVO,vivo,PD1619,WETEST-B2-DEVICE-SERVER012,,183.14.134.133,"2021-02-22 04:30:28",,NULL
2827,MKJNW18928003135,862411040136711,TKMB190508NJ,LLD-AL00,HONOR,HUAWEI,LLD-AL00,WETEST-A6-DEVICE-SERVER049,,116.231.35.60,"2021-03-16 10:36:11",,NULL
2829,6HJDU19621010731,864134046427219,TKMB19070161,SEA-AL10,HUAWEI,HUAWEI,SEA-AL10,WETEST-A6-DEVICE-SERVER075,,116.233.185.244,"2020-09-28 02:07:25",,NULL
2831,d311cc81,862975030113732,TKMB180306H7,"VIVO X9L",VIVO,vivo,PD1616,WETEST-B2-DEVICE-SERVER057,,183.14.28.184,"2021-03-16 21:29:38",,NULL
2832,1273d09a,869869034172278,TKMB19100101,"VIVO Y85A",VIVO,vivo,PD1730,WETEST-B2-DEVICE-SERVER058,,183.14.134.52,"2021-03-16 14:37:27",,NULL
2834,d18ecaa2,864168035070374,TKMB1910007M,"VIVO X9I",VIVO,vivo,PD1624,WETEST-B2-DEVICE-SERVER058,,183.14.28.184,"2021-03-16 15:31:17",,NULL
2835,73EBB18408205918,867234037586341,TKMB1804021P,LND-AL30,HONOR,HUAWEI,LND-AL30,WETEST-A6-DEVICE-SERVER065,,116.233.184.98,"2021-03-16 11:01:05",,NULL
2843,UWQKRWKV99999999,866840035922659,TKMB180602P9,"VIVO Y67A",VIVO,vivo,PD1612,WETEST-A6-DEVICE-SERVER065,,114.84.64.112,"2021-03-16 22:37:16",,NULL
2844,c42d5fea,351952085203856,TKMB170303FK,SM-G9350,SAMSUNG,samsung,hero2qltezc,WETEST-B2-DEVICE-SERVER007,,183.14.132.129,"2021-02-02 16:00:46",,NULL
2845,WTKGL16B18300088,869953020363487,TKMB17020109,FRD-AL00,HONOR,HUAWEI,FRD-AL00,WETEST-A6-DEVICE-SERVER051,,116.233.187.169,"2021-01-06 17:08:57",,NULL
2850,TEV0217C01004351,867174037341026,TKMB180501L6,LON-AL00,HUAWEI,HUAWEI,LON-AL00,WETEST-A6-DEVICE-SERVER007,,114.84.66.132,"2021-03-16 15:00:25",,NULL
2851,5LM7N16408002951,861451032184882,TKMB16070730,"HUAWEI NXT-AL10",HUAWEI,HUAWEI,NXT-AL10,WETEST-B2-DEVICE-SERVER017,,183.14.29.178,"2021-02-22 02:45:04",,NULL
2852,UEU4C16C28011313,863982032640992,TKMB1803069S,BLN-AL10,HONOR,HUAWEI,BLN-AL10,WETEST-B2-DEVICE-SERVER018,,183.14.30.74,"2021-03-17 05:29:51",,NULL
2853,380ec279,863513034103331,TKMB1806027X,"VIVO X9I",VIVO,vivo,PD1624,WETEST-A6-DEVICE-SERVER007,,116.232.109.227,"2021-03-17 01:12:45",,NULL
2855,19bdda9d,868454037918356,TKMB191000NW,"VIVO X21UD A",VIVO,vivo,PD1728UD,WETEST-B2-DEVICE-SERVER006,,183.14.28.184,"2021-03-15 21:19:04",,NULL
2858,47b5db007cf5,99001177393906,TKMB1806016F,"REDMI 5",XIAOMI,Xiaomi,rosy,WETEST-A6-DEVICE-SERVER069,,116.233.185.55,"2020-12-05 12:32:35",,NULL
2860,S9B7N17727000704,865546031734425,TKMB18030325,BLN-AL40,HONOR,HUAWEI,BLN-AL40,WETEST-B2-DEVICE-SERVER059,,183.14.28.199,"2021-03-16 15:48:53",,NULL
2862,4LN5T18409002540,869838030385036,TKMB1910010T,HWI-AL00,HUAWEI,HUAWEI,HWI-AL00,WETEST-B2-DEVICE-SERVER015,,183.14.133.227,"2021-03-17 07:06:04",,NULL
2863,AKC0218928004764,864831045398677,TKMB1909031Y,CLT-AL01,HUAWEI,HUAWEI,CLT-AL01,WETEST-B2-DEVICE-SERVER043,,183.14.29.82,"2021-03-16 13:18:28",,NULL
2864,Y2J7N18111001445,867536034603154,TKMB1806011W,VKY-AL00,HUAWEI,HUAWEI,VKY-AL00,WETEST-A6-DEVICE-SERVER075,,116.233.186.195,"2021-03-16 13:47:47",,NULL
2871,7b7392eb,861124034621546,TKMB19050XGN,"LE X528",LEECO,LeMobile,Le2_CM,WETEST-A6-DEVICE-SERVER037,,116.233.187.169,"2021-03-16 02:17:16",,NULL
2874,K50GLMA722409980,861988035999659,TKMB18060117,MP1602,MEITU,Meitu,T8,WETEST-A6-DEVICE-SERVER054,,116.233.185.247,"2021-03-16 12:58:56",,NULL
2875,52034ccfee7d937f,352721083196035,TKMB18060350,SM-J710F,SAMSUNG,samsung,j7xeltexx,WETEST-B2-DEVICE-SERVER018,,183.14.30.74,"2021-03-17 06:18:06",,NULL
2879,CJL7N16721008988,862521032214696,TKMB16080238,"HUAWEI NXT-AL10",HUAWEI,HUAWEI,NXT-AL10,WETEST-B2-DEVICE-SERVER060,,183.14.31.51,"2021-01-25 09:39:19",,NULL
2881,eb9651ac,864427034393462,TKMB1804023F,"VIVO X9PLUS L",VIVO,vivo,PD1619,WETEST-A6-DEVICE-SERVER003,,116.232.109.78,"2021-01-06 23:16:04",,NULL
2882,d5cec440,353952074407276,TKMB1803077A,SM-A8000,SAMSUNG,samsung,a8ltezc,WETEST-A6-DEVICE-SERVER039,,114.84.64.112,"2021-03-16 21:39:04",,NULL
2885,WWEY9HUOJZJ7ZPFA,868630049235075,TKMB1907015E,V1818CA,VIVO,vivo,PD1818E,WETEST-A6-DEVICE-SERVER008,,116.231.27.159,"2021-03-17 01:44:19",,NULL
2886,99f9d61f,864373031360791,TKMB1806028T,"VIVO X9",VIVO,vivo,PD1616,WETEST-A6-DEVICE-SERVER044,,116.231.28.149,"2021-03-16 13:10:28",,NULL
2888,29b5ee30,869703032540576,TKMB1912078F,"VIVO Y85",VIVO,vivo,PD1730,WETEST-A6-DEVICE-SERVER010,,116.233.187.215,"2020-12-26 19:05:55",,NULL
2891,SJE5T17327014939,864600030074852,TKMB1704028F,VTR-AL00,HUAWEI,HUAWEI,VTR-AL00,WETEST-B2-DEVICE-SERVER017,,183.14.28.79,"2021-03-16 11:24:05",,NULL
2893,E4J7N17605002900,864651037048605,TKMB1706021E,BLN-AL40,HONOR,HUAWEI,BLN-AL40,WETEST-B2-DEVICE-SERVER059,,183.14.134.52,"2021-03-17 01:24:04",,NULL
2895,2d138bd1,861413034724669,TKMB1806021A,MIX,XIAOMI,Xiaomi,lithium,WETEST-A6-DEVICE-SERVER061,,116.233.185.247,"2021-03-16 23:23:56",,NULL
2898,48db1ee9,865002034722678,TKMB180601NX,"VIVO Y66L",VIVO,vivo,PD1621,WETEST-A6-DEVICE-SERVER036,,114.84.24.249,"2021-03-16 06:18:59",,NULL
2903,ce071717fa150c01057e,359769080641282,TKMB180600P3,SM-N9508,SAMSUNG,samsung,greatqltezm,WETEST-A6-DEVICE-SERVER051,,116.233.188.78,"2021-03-16 16:26:18",,NULL
2906,4820a866,A0000073FE7E2D,TKMB19100108,"OPPO A57",OPPO,OPPO,A57,WETEST-B2-DEVICE-SERVER007,,183.14.29.2,"2020-12-01 09:34:21",,NULL
2911,b5a4dca9,866522039074212,TKMB170802H2,"OPPO R11 PLUS",OPPO,OPPO,R11Plus,WETEST-A6-DEVICE-SERVER031,,114.84.65.58,"2021-02-20 11:33:41",,NULL
2912,2ff84d0b,867785407625464,TKMB190508N0,"LE X820",LEECO,LeMobile,LeMax2_CN,WETEST-A6-DEVICE-SERVER035,,116.233.187.215,"2021-03-16 18:00:29",,NULL
2913,SCPB6SYPRWKVC6IN,863184036205977,TKMB161107A7,"OPPO A59M",OPPO,OPPO,A59m,WETEST-A6-DEVICE-SERVER015,,116.231.27.159,"2021-01-22 16:02:47",,NULL
2916,3660e028,864566035866107,TKMB1806027F,"VIVO X9",VIVO,vivo,PD1616,WETEST-A6-DEVICE-SERVER044,,116.233.186.195,"2021-03-16 18:50:11",,NULL
2917,caf8fbee,352709080655517,TKMB16110889,SM-G9350,SAMSUNG,samsung,hero2qltezc,WETEST-A6-DEVICE-SERVER039,,116.231.36.5,"2021-03-17 02:37:01",,NULL
2918,adfae88a,A000005F2C012E,TKMB1804026A,"OPPO R9 PLUSTM A",OPPO,OPPO,R9PlustmA,WETEST-A6-DEVICE-SERVER049,,116.233.185.244,"2021-03-17 11:21:39",,NULL
2927,89a6b14a,864266032101620,TKMB1809003X,NX907J,NUBIA,nubia,NX907J,WETEST-A6-DEVICE-SERVER026,,114.84.65.58,"2021-03-17 03:56:42",,NULL
2932,a799d88e,864743039484514,TKMB18060273,"VIVO X9L",VIVO,vivo,PD1616,WETEST-A6-DEVICE-SERVER020,,116.232.109.78,"2021-02-27 20:59:38",,NULL
2937,d2bedeba,867473030436431,TKMB180602WE,"VIVO Y79",VIVO,vivo,PD1708,WETEST-A6-DEVICE-SERVER050,,116.231.27.246,"2021-03-17 02:32:20",,NULL
2939,9YJNW18323007022,869910032571952,TKMB18060213,TRT-AL00A,HUAWEI,HUAWEI,TRT-AL00A,WETEST-A6-DEVICE-SERVER025,,116.231.27.170,"2021-03-17 05:16:38",,NULL
2940,681bcc26,864328037481595,TKMB1912010W,"OPPO R9S",OPPO,OPPO,R9s,WETEST-A6-DEVICE-SERVER077,,114.84.64.112,"2020-12-04 17:58:17",,NULL
2941,25cd9ed7,868488021537780,TKMB19120790,"OPPO A33M",OPPO,OPPO,A33m,WETEST-A6-DEVICE-SERVER026,,116.233.207.131,"2021-03-17 04:25:08",,NULL
2944,3bb6cce6,866338037424659,TKMB1806026Y,"VIVO X9",VIVO,vivo,PD1616,WETEST-A6-DEVICE-SERVER007,,116.233.185.55,"2021-03-17 01:24:42",,NULL
2947,T8DDU15A21009003,867601021581431,TKMB1702034S,PE-TL10,HUAWEI,HUAWEI,PE-TL10,WETEST-B2-DEVICE-SERVER018,,183.14.28.33,"2020-05-15 10:26:11",,NULL
2949,APH7N19530011251,null,TKMB190400MJ,VOG-AL10,HUAWEI,HUAWEI,VOG-AL10,WETEST-A6-DEVICE-SERVER075,,116.233.184.98,"2020-09-20 23:18:19",,NULL
2951,TQRBBDB7C1503631,861925033371960,TKMB180300HH,JDN-AL00,HUAWEI,HUAWEI,JDN,WETEST-A6-DEVICE-SERVER024,,116.231.36.5,"2021-03-16 22:06:50",,NULL
2956,2d12c4f2,860735033544529,TKMB1912010J,"VIVO X6A",VIVO,vivo,PD1415A,WETEST-A6-DEVICE-SERVER053,,116.231.27.246,"2021-02-20 05:40:38",,NULL
2957,BEQS7TIJFMT4S85L,865903034354018,TKMB180601LP,"REDMI NOTE 4X",XIAOMI,Xiaomi,nikel,WETEST-A6-DEVICE-SERVER036,,116.232.109.227,"2021-01-12 20:09:39",,NULL
2963,4d639ca1,869409024824164,TKMB1603A51A,"OPPO A33",OPPO,OPPO,A33,WETEST-A6-DEVICE-SERVER042,,114.84.65.58,"2021-03-17 08:54:23",,NULL
2974,8c9b10c0,862427041547458,TKMB1903008E,"MI 9 SE",XIAOMI,Xiaomi,grus,WETEST-A6-DEVICE-SERVER067,,116.231.27.159,"2021-03-16 14:17:58",,NULL
2976,94f5ac6c,864022031162950,TKMB1806026L,"VIVO X9L",VIVO,vivo,PD1616,WETEST-A6-DEVICE-SERVER037,,116.233.207.131,"2021-03-17 00:55:03",,NULL
2978,3fa1e439,866844030335719,TKMB1803065E,"VIVO Y66L",VIVO,vivo,PD1621,WETEST-A6-DEVICE-SERVER005,,116.233.187.169,"2021-03-16 15:31:56",,NULL
2979,96cd1a64,868479026631611,TKMB16080277,"LE X520",LEECO,LeMobile,Le2_CN,WETEST-A6-DEVICE-SERVER049,,116.233.188.78,"2021-03-16 19:34:35",,NULL
2983,184ac482,867696038077399,TKMB1801040A,"OPPO R11S",OPPO,OPPO,R11s,WETEST-B2-DEVICE-SERVER012,,183.14.29.28,"2020-07-19 00:28:32",,NULL
2986,HICMIB4599999999,864282032805433,TKMB1910010R,"VIVO Y67",VIVO,vivo,PD1612,WETEST-B2-DEVICE-SERVER058,,183.14.29.219,"2021-03-17 02:56:02",,NULL
2989,a2d30f6,865731035732050,TKMB180402R0,"VIVO Y66L",VIVO,vivo,PD1621,WETEST-A6-DEVICE-SERVER014,,116.231.27.246,"2021-03-17 04:49:18",,NULL
2991,7HX5T19917000683,863323040010243,TKMB191001FY,LIO-AL00,HUAWEI,HUAWEI,LIO-AL00,WETEST-A6-DEVICE-SERVER009,,116.233.188.78,"2021-03-17 02:14:15",,NULL
2995,K51LHMD810302591,865845039636966,TKMB19050XGA,MP1701,MEITU,Meitu,T8s,WETEST-A6-DEVICE-SERVER013,,116.233.185.244,"2021-03-16 14:40:13",,NULL
3000,3b84b4d0,A0000064C45654,TKMB190701YR,"OPPO R9S PLUS",OPPO,OPPO,R9sPlus,WETEST-B2-DEVICE-SERVER059,,183.14.28.79,"2021-03-16 20:04:25",,NULL
3003,9b09b271,353280080333660,TKMB1806024R,SM-G5510,SAMSUNG,samsung,on5xlltezc,WETEST-A6-DEVICE-SERVER037,,116.231.36.5,"2021-03-16 01:51:18",,NULL
3004,4a43335935573398,null,TKMB19050914,SM-G9600,SAMSUNG,samsung,starqltezc,WETEST-A6-DEVICE-SERVER061,,116.232.109.78,"2020-10-30 15:53:23",,NULL
3005,c6645e95,862466047264031,TKMB1907016A,V1818A,VIVO,vivo,PD1818G,WETEST-A6-DEVICE-SERVER031,,116.233.184.98,"2021-03-09 14:58:54",,NULL
