assetid,assetname
TKMB18030674,X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB180400GP,小米6 全网通 6GB+64GB 移动联通电信4G手机 双卡双待
TKMB1804007P,Y55 全网通 美颜拍照手机 2GB+16GB 玫瑰金 移动联通电信4G手机 双卡双待(4747522)
TKMB18030490,小米 红米 4X 全网通版 2GB+16GB 香槟金 移动联通电信4G手机(4510588)
TKMB180307HH,荣耀6plus (3G+16G移动4G 颜色随机)
TKMB18030807,Y66I A（3G+32G全网通4G 颜色随机）
TKMB18030690,荣耀畅玩6X（BLN-TL10/4G+32G/移动全网通 颜色随机）
TKMB1804006J,R11 PLUS（6GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB18040043,荣耀7 (PLK-AL10) 3GB+64GB全网4G机 双卡双待双通 颜色随机)
TKMB180307AS,小米 Note2 全网通4G 移动联通电信全网通4G智能手机 亮黑色 4+64GB(12481321553)
TKMB180304H1,Y55 全网通 美颜拍照手机 2GB+16GB 玫瑰金 移动联通电信4G手机 双卡双待(4747522)
TKMB18030501,华为畅享7 Plus 3GB+32GB 黑色 移动联通电信4G手机 双卡双待(4154613)
TKMB180306KK,红米note4（3G+32G全网通/颜色随机）
TKMB180307FE,揽阅M2青春版 （3G/32G全网通 颜色随机）
TKMB180306F5,R9plus（全网通移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB180400W3,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB180302E1,R9（移动联通电信4G/双卡双待/4GB RAM/64GB/颜色随机）
TKMB180304K6,魅族 魅蓝Note5 全网通公开版 3GB+32GB 星空灰 移动联通电信4G手机 双卡双待(3728945)
TKMB180304HH,荣耀9 全网通 高配版 6GB+64GB 魅海蓝 移动联通电信4G手机 双卡双待(5181400)
TKMB180400A6,Y66 （3GB+32GB 全网通4G 颜色随机）
TKMB18030804,Mate S（移动联通双4G CRR-UL00/臻享版 3G+32G 颜色随机）
TKMB18030495,小米 红米 4X 全网通版 2GB+16GB 香槟金 移动联通电信4G手机(4510588)
TKMB1804002R,小米MIX2 全面屏游戏手机 8GB+128GB 全陶瓷尊享版 黑色 全网通4G手机 双卡双待(5906385)
TKMB1804015F,R9 PLUS（（4GB+64GB 全网通4G/颜色随机）
TKMB1803069S,荣耀畅玩6X尊享版(4GB+64GB 颜色随机)
TKMB18030664,Y67L （4G+32G移动定制全网通版 颜色随机)
TKMB180400MJ,A59s（全网通）(TD-LTE/FDD-LTE/32GB/颜色随机)
TKMB180301F9,魅蓝5 全网通  双卡双待  移动联通电信4G智能手机 金色 2+16GB(11031597246)
TKMB18030685,A510 （1G+8G移动4G/颜色随机)
TKMB18030748,荣耀畅享6（3G+16G全网通/颜色随机)
TKMB18040037,华为 HUAWEI P10 Plus 6GB+64GB 钻雕蓝 移动联通电信4G手机 双卡双待(3893487)
TKMB18030805,荣耀6 (2G+16G移动版 颜色随机）
TKMB18030222,华为 畅享6S 移动联通电信 智能老人手机 双卡双待 金色 全网通4G(3G RAM+32G ROM)(11365685926)
TKMB180303HK,三星 Galaxy S8+(SM-G9550)4GB+64GB 烟晶灰 移动联通电信4G手机 双卡双待(4938556)
TKMB180400G4,小米6 全网通 6GB+64GB 移动联通电信4G手机 双卡双待
TKMB180303SK,小米5s 全网通 高配版 3GB内存 64GB ROM 哑光金 移动联通电信4G手机(3701781)
TKMB180306AS,红米Note 3（2G+32G高配版/全网通/颜色随机）
TKMB180306E5,P9 （全网通 高配版 4GB+64GBEVA-AL10 /颜色随机）
TKMB180304A3,小米 红米5 Plus 全面屏手机 全网通版 4GB+64GB 黑色 移动联通电信4G手机 双卡双待(5911944)
TKMB180301FE,荣耀V9 Play 手机 全网通4G 双卡双待 极光蓝(3G+32G)(16297121284)
TKMB180304H7,华为畅享7 Plus 4GB+64GB 流光金 移动联通电信4G手机 双卡双待(4093559)
TKMB180304S7,A57 3GB+32GB内存版 玫瑰金色 全网通4G手机 双卡双待(6117153)
TKMB180304EE,小米MIX2 全面屏游戏手机 8GB+128GB 全陶瓷尊享版 黑色 全网通4G手机 双卡双待(5906385)
TKMB180307KH,畅享6（2G+16G全网通 颜色随机)
TKMB18040134,X20 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(5025991)
TKMB180304A1,Y55 全网通 美颜拍照手机 2GB+16GB 玫瑰金 移动联通电信4G手机 双卡双待(4747522)
TKMB1803065A,Y66L（3GB+32GB移动全网通 颜色随机）
TKMB180303S2,华为 HUAWEI nova 青春版 4GB+64GB 铂光金 移动联通电信4G手机 双卡双待(4483112)
TKMB1804009W,Y67L （4G+32G移动定制全网通版 颜色随机)
TKMB18030215,魅族 PRO6S 4GB+64GB 全网通公开版 玫瑰金 移动联通电信4G手机 双卡双待(4067574)
TKMB180304K8,华为 HUAWEI nova 4GB+64GB版 香槟金(白)移动联通电信4G手机 双卡双待(3355143)
TKMB18030231,R9（移动联通电信4G/双卡双待/4GB RAM/64GB/颜色随机）
TKMB180400MF,华为 P9 全网通 3GB+32GB版 流光金 移动联通电信4G手机 双卡双待(2600210)
TKMB18040033,荣耀8青春版 全网通4G智能手机 双卡双待 珠光白 全网通标配版(3G+32G)(11452942527)
TKMB18030732,华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)
TKMB180304H5,荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金(5663902)
TKMB1804009N,X9PLUS（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB180304H2,荣耀9 全网通 高配版 6GB+64GB 魅海蓝 移动联通电信4G手机 双卡双待(5181400)
TKMB18030712,X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB1803080H,Y79（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB18040038,Y67 全网通 4GB+32GB 香槟金 移动联通电信4G手机 双卡双待(4752442)
TKMB180306S6,荣耀畅玩6X尊享版(4GB+64GB 颜色随机)
TKMB18030727,A77(移动联通电信4G/RAM 4G+ROM 64G/颜色随机)
TKMB18030684,荣耀畅玩6X（BLN-TL10/4G+32G/移动全网通 颜色随机）
TKMB18030637,XPLAY5A（4GB+128GB 全网通4G手机 双卡双待 颜色随机）
TKMB180306K4,Mate 8(3GB+32GB全网通 颜色随机)
TKMB180303S9,荣耀8青春版 全网通4G智能手机 双卡双待 幻海蓝 全网通高配版(4G+32G)(12994806036)
TKMB18030494,小米 红米 4X 全网通版 2GB+16GB 香槟金 移动联通电信4G手机(4510588)
TKMB18030485,小米MIX2 全面屏游戏手机 8GB+128GB 全陶瓷尊享版 黑色 全网通4G手机 双卡双待(5906385)
TKMB18030512,华为 HUAWEI nova 2S 全面屏四摄 4GB +64GB 曜石黑 移动联通电信4G手机 双卡双待(5963066)
TKMB180306A4,P9 （全网通 高配版 4GB+64GBEVA-AL10 /颜色随机）
TKMB180400EM,X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB18030508,小米MIX2 全面屏游戏手机 8GB+128GB 全陶瓷尊享版 黑色 全网通4G手机 双卡双待(5906385)
TKMB18030226,华为 HUAWEI nova 青春版 4GB+64GB 铂光金 移动联通电信4G手机 双卡双待(4483112)
TKMB18040024,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB180400AP,Y66L（3GB+32GB移动全网通 颜色随机）
TKMB18030738,华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)
TKMB1804006Y,R11 PLUS（6GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1803049F,华为畅享7 Plus 4GB+64GB 流光金 移动联通电信4G手机 双卡双待(4093559)
TKMB18030665,Y67L （4G+32G移动定制全网通版 颜色随机)
TKMB180306H2,METE 8（全网通 NXT-AL10/3G+32G/颜色随机）
TKMB180307H8,P9（4GB+64GB全网通 高配版 颜色随机）
TKMB18030775,Galaxy On7（3G+32G全网通/颜色随机）
TKMB180400PL,X9i（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB180306E1,Mate 8(3GB+32GB全网通 颜色随机)
TKMB180306K9,红米Note 3（2G+32G高配版/全网通/颜色随机）
TKMB1804004Y,honor/荣耀 畅玩6X 全网通4G智能手机 指纹解锁 铂光金  全网通高配版(4G+32G)(11317048718)
TKMB180400XP,A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机）
TKMB180400RE,R11（4GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB180306F6,X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB180400A8,R9SK(4GB+64GB 全网4GJDI屏幕/颜色随机)
TKMB18030229,小米5s 全网通 高配版 3GB内存 64GB ROM 哑光金 移动联通电信4G手机(3701781)
TKMB180306KH,P9 （全网通 高配版 4GB+64GBEVA-AL10 /颜色随机）
TKMB18030402,A79 （4GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1804001X,MIX2 全网通4G智能手机 全面屏手机 黑色陶瓷版 (6G+64G)(16792210496)
TKMB180307AA,M6（3G+64G全网通 颜色随机）
TKMB180303S5,华为 nova 移动联通电信 智能手机 双卡双待 玫瑰金 全网通4G(4G RAM+64G ROM)(11356807693)
TKMB18030808,Y75A(4GB+32GB全网通主副卡可自由切换 颜色随机）
TKMB180306K7,荣耀8（4GB+64GB全网通版/颜色随机）
TKMB180304S5,Y55 全网通 美颜拍照手机 2GB+16GB 玫瑰金 移动联通电信4G手机 双卡双待(4747522)
TKMB1803049K,华为 HUAWEI nova 4GB+64GB版 香槟金(白)移动联通电信4G手机 双卡双待(3355143)
TKMB180303FA,荣耀V9(移动全网通定制/6GB+64GB/颜色随机)
TKMB18030806,X9s plus L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB180306S4,X9PLUS（4GB+64GB 全网通4G手机 双卡双待 颜色随机）
TKMB180307A3,Z2 Pro（6G+128G尊享版/全网通 颜色随机）
TKMB18030695,X9L移动定制版（4G+64G 颜色随机）
TKMB18040192,R15 梦镜版 全面屏双摄拍照手机 6+128G 梦镜红 全网通 移动联通电信4G 双卡双待手机(6790505)
TKMB1804017N,Z17S 全面屏 游戏手机 黑金 6GB+64GB 全网通 移动联通电信4G手机 双卡双待(5283377)
TKMB180307EH,R9 PLUS（（4GB+64GB 全网通4G/颜色随机）
TKMB1803078K,G9200（3G+32G全网通双卡公开版/颜色随机）
TKMB180306K6,METE 8（全网通 NXT-AL10/3G+32G/颜色随机）
TKMB180306S5,METE 8（全网通 NXT-AL10/3G+32G/颜色随机）
TKMB1803077A,A8（2G+32G全网通/颜色随机）
TKMB18030809,X9s plus L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB180400R6,iphone 7 plus (128G/公开版/移动联通电信4G手机/颜色随机）
TKMB180306S1,A59 （3GB+32GB全网通4G 双卡双待/颜色随机）
TKMB180400GL,iphone 6S PLUS(A1699)(移动联通电信4G手机/公开版/32GB/颜色随机)
TKMB180400GM,iphone 6S PLUS(A1699)(移动联通电信4G手机/公开版/32GB/颜色随机)
TKMB180306S8,荣耀8（4GB+64GB全网通版/颜色随机）
TKMB1804009P,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB18030800,R9 （4GB+64GB 全网通4G移动版/颜色随机）
TKMB180401HS,华为荣耀畅玩4X移动版(1GB+8GB/自行采购)
TKMB1803069F,荣耀8（4GB+64GB全网通版/颜色随机）
TKMB180401EK,OPPO A11 （全网通/自行采购）
TKMB180306E2,荣耀8（4G+32G全网通/颜色随机）
TKMB18040202,一加 3T A3010（自行采购）
TKMB180401F0,vivo Y937（电信4G/自行采购）
TKMB180306S7,荣耀8（4G+32G全网通/颜色随机）
TKMB180306H5,荣耀8（4G+32G全网通/颜色随机）
TKMB180306HE,荣耀8（4GB+64GB全网通版/颜色随机）
TKMB180401E4,小米红米note3（3GB+32GB/自行采购）
TKMB1803067H,Y67L （4G+32G移动定制全网通版 颜色随机)
TKMB180306HA,荣耀畅玩6X尊享版(4GB+64GB 颜色随机)
TKMB18040050,华为畅享7 Plus 4GB+64GB 香槟金 移动联通电信4G手机 双卡双待(4884236)
TKMB180307SH,荣耀V9PLUS全网通高配版(4G+32G 颜色随机)
TKMB180400W7,X21(移动联通电信4G/6GB+128GB/颜色随机)
TKMB18040086,iPad mini 4 Wi-Fi 128GB 颜色不限
TKMB180306A3,P9 （全网通 高配版 4GB+64GBEVA-AL10 /颜色随机）
TKMB1804008W,IPAD PRO WI-FI MQDC2CH/A 64GB (12.9寸/银色）
TKMB180306H7,X9L移动定制版（4G+64G 颜色随机）
TKMB1804004X,小米Note3 美颜双摄拍照手机 6GB+64GB 黑色 全网通4G手机 双卡双待(5001175)
TKMB180304AK,Y55 全网通 美颜拍照手机 2GB+16GB 玫瑰金 移动联通电信4G手机 双卡双待(4747522)
TKMB1803066S,X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机）
TKMB18030630,R9 PLUSTM A（4GB+64GB 移动定制版全网4G/颜色随机)
TKMB1803068A,Y66L（3GB+32GB移动全网通 颜色随机）
TKMB1804004M,华为 HUAWEI nova 2 Plus 4GB+128GB 极光蓝 移动联通电信4G手机 双卡双待(5007542)
TKMB180306H8,X9L移动定制版（4G+64G 颜色随机）
TKMB180306HK,荣耀畅玩6X尊享版(4GB+64GB 颜色随机)
TKMB18040085,IPAD PRO WI-FI MQDW2CH/A 64GB (银色10.5寸/银色）
TKMB180307A1,魅蓝E（3G+32G双4G 颜色随机）
TKMB1803053S,R11s 全面屏双摄拍照手机 4GB+64GB 黑色 全网通 移动联通电信4G 双卡双待手机(5425721)
TKMB1803065E,Y66L（3GB+32GB移动全网通 颜色随机）
TKMB180307A6,M6（3G+64G全网通 颜色随机）
TKMB1803020S,荣耀8青春版 全网通4G智能手机 双卡双待 珠光白 全网通标配版(3G+32G)(11452942527)
TKMB18030492,小米 红米 4X 全网通版 2GB+16GB 香槟金 移动联通电信4G手机(4510588)
TKMB180307SS,Y75（4GB+32GB全网通4G 颜色随机)
TKMB18030734,华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)
TKMB180303F3,R11 PLUS（6GB+64GB 全网通4G 双卡双待/颜色随机）
TKMB1803073A,华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)
TKMB18030739,华为 HUAWEI nova 2 Plus 4GB+128GB 草木绿 移动联通电信4G手机 双卡双待(5007548)
TKMB1803034S,Y67 全网通 4GB+32GB 香槟金 移动联通电信4G手机 双卡双待(4752442)
TKMB18030383,荣耀 畅玩7X 全网通4G智能手机 双卡 铂光金(4G RAM+64G ROM)
TKMB180303H6,小米 红米 4X 全网通版 2GB+16GB 香槟金 移动联通电信4G手机(4510588)
TKMB180304H9,华为畅享7 Plus 4GB+64GB 流光金 移动联通电信4G手机 双卡双待(4093559)
TKMB180304HE,华为 HUAWEI P10 全网通 4GB+64GB 钻雕蓝 移动联通电信4G手机 双卡双待(3893493)
TKMB1803045H,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB180304HA,荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金(5663902)
TKMB18030460,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB1803047K,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB180303H3,Y67 全网通 4GB+32GB 香槟金 移动联通电信4G手机 双卡双待(4752442)
TKMB180300E2,华为 HUAWEI nova 4GB+64GB版 香槟金(白)移动联通电信4G手机 双卡双待(3355143)
TKMB18030385,荣耀 畅玩7X 全网通4G智能手机 双卡 铂光金(4G RAM+64G ROM)
TKMB180304K5,荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金(5663902)
TKMB1803045E,X20 Plus 全面屏双摄拍照手机 4GB+64GB 磨砂黑 移动联通电信全网通4G手机 双卡双待(6022742)
TKMB18030380,荣耀 畅玩7X 全网通4G智能手机 双卡 铂光金(4G RAM+64G ROM)
TKMB1803036S,荣耀9 全网通 高配版 6GB+64GB 幻夜黑 移动联通电信4G手机 双卡双待(4538875)
TKMB1803032E,华为畅享7 Plus 4GB+64GB 香槟金 移动联通电信4G手机 双卡双待(4884236)
TKMB1803032A,魅族 魅蓝Note6 全网通4G智能手机 双卡双待 香槟金(4G+64G)(17424634602)
TKMB1803033A,魅族 魅蓝Note6 全网通4G智能手机 双卡双待 香槟金(4G+64G)(17424634602)
TKMB1802010H,R9（移动联通电信4G/双卡双待/4GB RAM/64GB/颜色随机）
TKMB180302H6,荣耀 畅玩7X 全网通4G智能手机 双卡 铂光金(4G RAM+64G ROM)
TKMB1803033S,华为 HUAWEI nova 青春版 4GB+64GB 樱语粉 移动联通电信4G手机 双卡双待(3893501)
TKMB18030338,华为 HUAWEI nova 青春版 4GB+64GB 樱语粉 移动联通电信4G手机 双卡双待(3893501)
TKMB180302FH,魅族 魅蓝Note6 全网通4G智能手机 双卡双待 香槟金(4G+64G)(17424634602)
TKMB18030340,小米Note3 美颜双摄拍照手机 6GB+64GB 黑色 全网通4G手机 双卡双待(5001175)
TKMB18030325,honor/荣耀 畅玩6X 全网通4G智能手机 指纹解锁 冰河银  全网通高配版(4G+32G)(11295919922)
TKMB18030341,华为 HUAWEI nova 青春版 4GB+64GB 樱语粉 移动联通电信4G手机 双卡双待(3893501)
TKMB1803019A,米5（全网通移动联通电信版/3GB RAM/32G/标准版/颜色随机）
TKMB1803021K,MIX2 全网通4G智能手机 全面屏手机 黑色陶瓷版 (6G+64G)(16792210496)
TKMB1803021H,荣耀8青春版 全网通4G智能手机 双卡双待 幻海蓝 全网通高配版(4G+32G)(12994806036)
TKMB180301FK,华为 HUAWEI nova 青春版 4GB+64GB 铂光金 移动联通电信4G手机 双卡双待(4483112)
TKMB180301S7,魅族 魅蓝 Note6 4GB+64GB 全网通公开版 孔雀青 移动联通电信4G手机 双卡双待(5148521)
TKMB18030283,X9 （全网通/4GB+64GB/移动联通电信4G手机/双卡双待/颜色随机）
TKMB180301F2,A57 3GB+32GB内存版 黑色 全网通4G手机 双卡双待(3979765)
TKMB180301ES,华为 HUAWEI nova 2 Plus 4GB+128GB 曜石黑 移动联通电信4G手机 双卡双待(4154597)
TKMB180301E7,三星 Galaxy S8+(SM-G9550)4GB+64GB 烟晶灰 移动联通电信4G手机 双卡双待(4938556)
TKMB18030200,华为 HUAWEI nova 2 Plus 4GB+128GB 曜石黑 移动联通电信4G手机 双卡双待(4154597)
TKMB180300KK,华为 HUAWEI Mate 10 Pro 全网通 6GB+64GB 摩卡金 移动联通电信4G手机 双卡双待(5826236)
TKMB180301FF,魅族 PRO6S 4GB+64GB 全网通公开版 玫瑰金 移动联通电信4G手机 双卡双待(4067574)
TKMB180301HS,华为畅享7 Plus 4GB+64GB 香槟金 移动联通电信4G手机 双卡双待(4884236)
TKMB18010531,S7 edge（全网通移动联通电信4G/4GB RAM/64G/颜色随机）
TKMB1801053E,S7 edge（全网通移动联通电信4G/4GB RAM/64G/颜色随机）
TKMB18010544,S7 edge（全网通移动联通电信4G/4GB RAM/64G/颜色随机）
TKMB18010535,S7 edge（全网通移动联通电信4G/4GB RAM/64G/颜色随机）
TKMB18010530,S7 edge（全网通移动联通电信4G/4GB RAM/64G/颜色随机）
TKMB1801052E,Pixel 2 XL （W 移动联通电信4G/RAM 6GB/ROM 64GB/颜色随机）
TKMB1801060S,三星Galaxy Tab S3 平板电脑 9.7英寸(4核CPU 2048*1536 4G/32G 指纹识别)WIFI版 黑色 T820(5437773)
TKMB1801053F,Y51（移动4G/RAM 2GB/ROM 16GB/颜色随机)
TKMB18010542,A33(移动4G/2GB RAM/16G/颜色随机)
TKMB18010533,R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机）
TKMB1801053H,R9s （全网通/双卡双待/RAM 4GB/ROM 64G/颜色随机）4
TKMB1801052F,X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB18010431,A59s（全网通）(TD-LTE/FDD-LTE/32GB/颜色随机)
TKMB1801052S,X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB18010545,R9plus（全网通移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB18010546,R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机）
TKMB18010548,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB18010537,R9s （全网通/双卡双待/RAM 4GB/ROM 64G/颜色随机）4
TKMB1801053S,R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机）
TKMB18010549,A77(移动联通电信4G/RAM 3G+ROM 32G/颜色随机)
TKMB1801053A,R9s （全网通/双卡双待/RAM 4GB/ROM 64G/颜色随机）4
TKMB18010534,R9s Plus（移动联通电信4G/双卡双待/6GB+64GB/颜色随机）
TKMB18010527,X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机）
TKMB18010445,Pixel XL 2（W 联通4G/RAM 4GB/ROM 32GB/美版/颜色随机）
TKMB18010449,R11 Plus（移动联通电信4G/6GB+64GB/颜色随机）
TKMB18010439,R11 Plus（移动联通电信4G/6GB+64GB/颜色随机）
TKMB18010443,R11 Plus（移动联通电信4G/6GB+64GB/颜色随机）
TKMB180104K2,X9 全网通 4GB+64GB 金色 移动联通电信4G手机 双卡双待(4013117)
